,word,S_Prob,NS_Prob,Ratio,Info_Gain,label
5583,Never,0.0,0.00040199999999999996,0.0,0.0,ham
4444,valentine,0.0,0.000161,0.0,0.0,ham
5584,jacket,0.0,8e-05,0.0,0.0,ham
5586,jus,0.0,0.000925,0.0,0.0,ham
5587,Bone,0.0,4e-05,0.0,0.0,ham
4443,Geeeee,0.0,8e-05,0.0,0.0,ham
5589,damn,0.0,8e-05,0.0,0.0,ham
4442,BIRD,0.0,4e-05,0.0,0.0,ham
4440,bridgwater,0.0,4e-05,0.0,0.0,ham
5590,Jordan,0.0,4e-05,0.0,0.0,ham
4439,Captain,0.0,8e-05,0.0,0.0,ham
5593,supervisor,0.0,8e-05,0.0,0.0,ham
5594,unintentionally,0.0,4e-05,0.0,0.0,ham
5562,unhappy,0.0,4e-05,0.0,0.0,ham
5560,AMY,0.0,4e-05,0.0,0.0,ham
4478,stairs,0.0,8e-05,0.0,0.0,ham
4467,pataistha,0.0,4e-05,0.0,0.0,ham
5536,docs,0.0,0.000121,0.0,0.0,ham
5534,chapel,0.0,4e-05,0.0,0.0,ham
5532,philosophical,0.0,4e-05,0.0,0.0,ham
5530,usb,0.0,0.000161,0.0,0.0,ham
4466,prescription,0.0,4e-05,0.0,0.0,ham
5527,Yup,0.0,0.001247,0.0,0.0,ham
5525,kotees,0.0,4e-05,0.0,0.0,ham
5559,amnow,0.0,4e-05,0.0,0.0,ham
4470,Aaniye,0.0,4e-05,0.0,0.0,ham
5524,sleeps,0.0,4e-05,0.0,0.0,ham
4471,FOUNDURSELF,0.0,4e-05,0.0,0.0,ham
5519,NITE,0.0,0.000161,0.0,0.0,ham
4474,parent,0.0,0.000362,0.0,0.0,ham
4475,Nan,0.0,8e-05,0.0,0.0,ham
4464,appreciate,0.0,0.000241,0.0,0.0,ham
4462,Litres,0.0,4e-05,0.0,0.0,ham
5537,lives,0.0,8e-05,0.0,0.0,ham
5539,Omw,0.0,4e-05,0.0,0.0,ham
5542,smoke,0.0,0.000523,0.0,0.0,ham
4461,FRIEND,0.0,0.000362,0.0,0.0,ham
5545,clock,0.0,0.000121,0.0,0.0,ham
5546,city,0.0,0.00020099999999999998,0.0,0.0,ham
5547,thats,0.0,0.000805,0.0,0.0,ham
5548,Beware,0.0,8e-05,0.0,0.0,ham
4460,enemies,0.0,4e-05,0.0,0.0,ham
5549,Started,0.0,4e-05,0.0,0.0,ham
5550,oblisingately,0.0,4e-05,0.0,0.0,ham
5551,nobody,0.0,0.00020099999999999998,0.0,0.0,ham
5552,broken,0.0,8e-05,0.0,0.0,ham
5553,kaila,0.0,4e-05,0.0,0.0,ham
4459,century,0.0,4e-05,0.0,0.0,ham
5706,honest,0.0,4e-05,0.0,0.0,ham
4875,volcanoes,0.0,4e-05,0.0,0.0,ham
5709,facts,0.0,4e-05,0.0,0.0,ham
5711,hint,0.0,8e-05,0.0,0.0,ham
5907,howard,0.0,4e-05,0.0,0.0,ham
5906,instead,0.0,0.00020099999999999998,0.0,0.0,ham
5904,WHITE,0.0,4e-05,0.0,0.0,ham
5902,yep,0.0,8e-05,0.0,0.0,ham
5899,presnts,0.0,4e-05,0.0,0.0,ham
4273,buttons,0.0,4e-05,0.0,0.0,ham
5898,REALISE,0.0,4e-05,0.0,0.0,ham
5896,Sitting,0.0,8e-05,0.0,0.0,ham
4274,Kids,0.0,0.00020099999999999998,0.0,0.0,ham
5895,Yep,0.0,0.000161,0.0,0.0,ham
5892,eatin,0.0,0.00048300000000000003,0.0,0.0,ham
5891,andre,0.0,4e-05,0.0,0.0,ham
5890,sorted,0.0,8e-05,0.0,0.0,ham
4276,Reverse,0.0,8e-05,0.0,0.0,ham
4278,Soup,0.0,4e-05,0.0,0.0,ham
4272,Sagamu,0.0,4e-05,0.0,0.0,ham
4271,brownie,0.0,8e-05,0.0,0.0,ham
5908,lifeis,0.0,4e-05,0.0,0.0,ham
5918,less,0.0,0.001891,0.0,0.0,ham
5926,raed,0.0,8e-05,0.0,0.0,ham
5925,bless,0.0,0.00020099999999999998,0.0,0.0,ham
5924,Dad,0.0,0.00040199999999999996,0.0,0.0,ham
5923,HELLO,0.0,8e-05,0.0,0.0,ham
5922,Truro,0.0,4e-05,0.0,0.0,ham
5921,beyond,0.0,8e-05,0.0,0.0,ham
5917,Short,0.0,0.000121,0.0,0.0,ham
5909,girlie,0.0,4e-05,0.0,0.0,ham
5915,source,0.0,0.000161,0.0,0.0,ham
4268,TONITE,0.0,4e-05,0.0,0.0,ham
5914,bedrm,0.0,4e-05,0.0,0.0,ham
4269,drink,0.0,0.000805,0.0,0.0,ham
5911,Ugadi,0.0,4e-05,0.0,0.0,ham
4270,restrict,0.0,4e-05,0.0,0.0,ham
5889,swt,0.0,4e-05,0.0,0.0,ham
4279,cheat,0.0,8e-05,0.0,0.0,ham
5887,chillin,0.0,8e-05,0.0,0.0,ham
5867,India,0.0,0.000241,0.0,0.0,ham
5870,makiing,0.0,4e-05,0.0,0.0,ham
5869,courtroom,0.0,4e-05,0.0,0.0,ham
4288,regretted,0.0,4e-05,0.0,0.0,ham
5868,korte,0.0,4e-05,0.0,0.0,ham
4289,dint,0.0,0.00028199999999999997,0.0,0.0,ham
4290,gone,0.0,0.000523,0.0,0.0,ham
4291,justbeen,0.0,4e-05,0.0,0.0,ham
5871,youdoing,0.0,4e-05,0.0,0.0,ham
5865,nitro,0.0,4e-05,0.0,0.0,ham
4292,Sent,0.0,0.00020099999999999998,0.0,0.0,ham
4295,behalf,0.0,4e-05,0.0,0.0,ham
5864,bought,0.0,0.000161,0.0,0.0,ham
4299,WERETHE,0.0,4e-05,0.0,0.0,ham
4301,irritated,0.0,4e-05,0.0,0.0,ham
4287,Bec,0.0,0.00020099999999999998,0.0,0.0,ham
4285,measure,0.0,8e-05,0.0,0.0,ham
5885,NRI,0.0,4e-05,0.0,0.0,ham
4283,smokes,0.0,8e-05,0.0,0.0,ham
5884,ericsson,0.0,8e-05,0.0,0.0,ham
4280,stealing,0.0,4e-05,0.0,0.0,ham
4282,walkabout,0.0,4e-05,0.0,0.0,ham
5882,gibe,0.0,4e-05,0.0,0.0,ham
5881,chop,0.0,4e-05,0.0,0.0,ham
5880,freezing,0.0,0.000121,0.0,0.0,ham
4284,gently,0.0,4e-05,0.0,0.0,ham
5872,Cab,0.0,8e-05,0.0,0.0,ham
5879,tagged,0.0,4e-05,0.0,0.0,ham
5878,Btw,0.0,8e-05,0.0,0.0,ham
5877,woozles,0.0,4e-05,0.0,0.0,ham
5876,Flung,0.0,4e-05,0.0,0.0,ham
5875,BTW,0.0,4e-05,0.0,0.0,ham
5873,dha,0.0,4e-05,0.0,0.0,ham
4267,vibrate,0.0,4e-05,0.0,0.0,ham
5928,nxt,0.0,0.00020099999999999998,0.0,0.0,ham
5929,Sympathetic,0.0,4e-05,0.0,0.0,ham
4240,bellearlier,0.0,4e-05,0.0,0.0,ham
5979,pickle,0.0,8e-05,0.0,0.0,ham
5978,throwing,0.0,4e-05,0.0,0.0,ham
4233,raping,0.0,4e-05,0.0,0.0,ham
4236,tablets,0.0,8e-05,0.0,0.0,ham
4237,bambling,0.0,4e-05,0.0,0.0,ham
5975,forgets,0.0,4e-05,0.0,0.0,ham
5974,spares,0.0,4e-05,0.0,0.0,ham
5981,morphine,0.0,8e-05,0.0,0.0,ham
5972,sack,0.0,0.00020099999999999998,0.0,0.0,ham
5970,fetching,0.0,4e-05,0.0,0.0,ham
5968,include,0.0,8e-05,0.0,0.0,ham
5967,causing,0.0,8e-05,0.0,0.0,ham
5966,essay,0.0,4e-05,0.0,0.0,ham
5965,sugar,0.0,0.000121,0.0,0.0,ham
5980,flash,0.0,8e-05,0.0,0.0,ham
5982,birthdate,0.0,8e-05,0.0,0.0,ham
5962,prepaid,0.0,8e-05,0.0,0.0,ham
5993,maps,0.0,4e-05,0.0,0.0,ham
5996,wishlist,0.0,4e-05,0.0,0.0,ham
4224,callon,0.0,4e-05,0.0,0.0,ham
5995,although,0.0,4e-05,0.0,0.0,ham
4225,Ujhhhhhhh,0.0,4e-05,0.0,0.0,ham
5994,People,0.0,8e-05,0.0,0.0,ham
4226,Mum,0.0,0.000161,0.0,0.0,ham
5992,cartoon,0.0,8e-05,0.0,0.0,ham
5983,clean,0.0,0.000362,0.0,0.0,ham
5990,gauge,0.0,4e-05,0.0,0.0,ham
5989,Forgets,0.0,4e-05,0.0,0.0,ham
5988,powerful,0.0,4e-05,0.0,0.0,ham
4228,spending,0.0,0.000121,0.0,0.0,ham
5987,arise,0.0,4e-05,0.0,0.0,ham
5985,tming,0.0,4e-05,0.0,0.0,ham
4241,recorded,0.0,4e-05,0.0,0.0,ham
5959,Read,0.0,0.00040199999999999996,0.0,0.0,ham
5930,kicks,0.0,8e-05,0.0,0.0,ham
5939,donno,0.0,8e-05,0.0,0.0,ham
5944,Per,0.0,0.000523,0.0,0.0,ham
4254,version,0.0,8e-05,0.0,0.0,ham
5942,brother,0.0,0.00040199999999999996,0.0,0.0,ham
4255,pray,0.0,0.000362,0.0,0.0,ham
4257,grandma,0.0,4e-05,0.0,0.0,ham
5941,casualty,0.0,4e-05,0.0,0.0,ham
4258,motivating,0.0,4e-05,0.0,0.0,ham
5945,Platt,0.0,4e-05,0.0,0.0,ham
4260,turn,0.0,0.001086,0.0,0.0,ham
5936,wednesday,0.0,0.000161,0.0,0.0,ham
4261,arithmetic,0.0,4e-05,0.0,0.0,ham
4264,Itz,0.0,8e-05,0.0,0.0,ham
5931,possessive,0.0,4e-05,0.0,0.0,ham
4266,sells,0.0,8e-05,0.0,0.0,ham
4251,hmmm,0.0,8e-05,0.0,0.0,ham
5946,diapers,0.0,4e-05,0.0,0.0,ham
5958,STIL,0.0,8e-05,0.0,0.0,ham
4244,evaluation,0.0,4e-05,0.0,0.0,ham
5957,calicut,0.0,8e-05,0.0,0.0,ham
5956,amt,0.0,8e-05,0.0,0.0,ham
5955,tease,0.0,4e-05,0.0,0.0,ham
5954,Finished,0.0,4e-05,0.0,0.0,ham
5953,whereare,0.0,4e-05,0.0,0.0,ham
4243,SHUDVETOLD,0.0,4e-05,0.0,0.0,ham
5952,Determined,0.0,4e-05,0.0,0.0,ham
5947,tau,0.0,0.000241,0.0,0.0,ham
5951,piah,0.0,4e-05,0.0,0.0,ham
4245,taunton,0.0,0.000121,0.0,0.0,ham
4248,converted,0.0,4e-05,0.0,0.0,ham
4249,products,0.0,4e-05,0.0,0.0,ham
5948,event,0.0,0.000241,0.0,0.0,ham
4250,hugh,0.0,4e-05,0.0,0.0,ham
5861,Yen,0.0,4e-05,0.0,0.0,ham
5860,rewarding,0.0,8e-05,0.0,0.0,ham
5859,LUCYxx,0.0,4e-05,0.0,0.0,ham
4347,Monday,0.0,8e-05,0.0,0.0,ham
4344,Misplaced,0.0,4e-05,0.0,0.0,ham
5756,dropped,0.0,0.00020099999999999998,0.0,0.0,ham
4345,toughest,0.0,4e-05,0.0,0.0,ham
5755,privacy,0.0,4e-05,0.0,0.0,ham
5754,mouth,0.0,4e-05,0.0,0.0,ham
4346,Things,0.0,8e-05,0.0,0.0,ham
4348,mrng,0.0,0.000322,0.0,0.0,ham
5758,BUZ,0.0,4e-05,0.0,0.0,ham
5752,illness,0.0,8e-05,0.0,0.0,ham
5750,FAR,0.0,8e-05,0.0,0.0,ham
5748,FONIN,0.0,4e-05,0.0,0.0,ham
5747,aretaking,0.0,4e-05,0.0,0.0,ham
5746,toss,0.0,4e-05,0.0,0.0,ham
5743,Minnaminunginte,0.0,0.000121,0.0,0.0,ham
5757,comb,0.0,0.000121,0.0,0.0,ham
5759,engagement,0.0,4e-05,0.0,0.0,ham
5741,Fresh,0.0,4e-05,0.0,0.0,ham
5771,Even,0.0,0.000684,0.0,0.0,ham
4336,Multiply,0.0,4e-05,0.0,0.0,ham
4337,cme,0.0,4e-05,0.0,0.0,ham
5777,partnership,0.0,8e-05,0.0,0.0,ham
5776,grandfather,0.0,4e-05,0.0,0.0,ham
5775,practicum,0.0,4e-05,0.0,0.0,ham
5773,Follow,0.0,4e-05,0.0,0.0,ham
4339,Mmmmmm,0.0,0.000121,0.0,0.0,ham
4343,coach,0.0,4e-05,0.0,0.0,ham
5770,funeral,0.0,8e-05,0.0,0.0,ham
5769,press,0.0,0.000443,0.0,0.0,ham
5768,effects,0.0,4e-05,0.0,0.0,ham
5766,zhong,0.0,4e-05,0.0,0.0,ham
5765,pillows,0.0,4e-05,0.0,0.0,ham
5764,bottom,0.0,8e-05,0.0,0.0,ham
5742,Dai,0.0,0.000121,0.0,0.0,ham
5740,ratio,0.0,0.000322,0.0,0.0,ham
5780,ovr,0.0,8e-05,0.0,0.0,ham
4363,plural,0.0,4e-05,0.0,0.0,ham
4357,court,0.0,4e-05,0.0,0.0,ham
5720,hussey,0.0,4e-05,0.0,0.0,ham
4358,Lovable,0.0,0.000161,0.0,0.0,ham
5717,bay,0.0,8e-05,0.0,0.0,ham
4360,intro,0.0,0.000161,0.0,0.0,ham
5716,First,0.0,0.00028199999999999997,0.0,0.0,ham
4365,printed,0.0,8e-05,0.0,0.0,ham
5721,Onum,0.0,4e-05,0.0,0.0,ham
4366,Cool,0.0,4e-05,0.0,0.0,ham
5715,pthis,0.0,4e-05,0.0,0.0,ham
5714,ponnungale,0.0,4e-05,0.0,0.0,ham
4368,cedar,0.0,4e-05,0.0,0.0,ham
5713,shrink,0.0,4e-05,0.0,0.0,ham
4372,advising,0.0,4e-05,0.0,0.0,ham
4356,goigng,0.0,4e-05,0.0,0.0,ham
5722,Thgt,0.0,8e-05,0.0,0.0,ham
5739,profile,0.0,4e-05,0.0,0.0,ham
5733,weaknesses,0.0,4e-05,0.0,0.0,ham
4350,glands,0.0,4e-05,0.0,0.0,ham
5738,performance,0.0,4e-05,0.0,0.0,ham
5737,apeshit,0.0,4e-05,0.0,0.0,ham
4351,offcampus,0.0,4e-05,0.0,0.0,ham
4353,fire,0.0,4e-05,0.0,0.0,ham
5734,chic,0.0,0.00020099999999999998,0.0,0.0,ham
5731,puts,0.0,4e-05,0.0,0.0,ham
4513,GRAN,0.0,8e-05,0.0,0.0,ham
4354,yest,0.0,0.000443,0.0,0.0,ham
5730,electricity,0.0,8e-05,0.0,0.0,ham
5728,gays,0.0,4e-05,0.0,0.0,ham
5727,alright,0.0,0.000322,0.0,0.0,ham
5726,tight,0.0,8e-05,0.0,0.0,ham
5724,joining,0.0,8e-05,0.0,0.0,ham
5779,probably,0.0,0.0009660000000000001,0.0,0.0,ham
5781,spacebucks,0.0,4e-05,0.0,0.0,ham
5857,entey,0.0,4e-05,0.0,0.0,ham
4315,capacity,0.0,4e-05,0.0,0.0,ham
5841,documents,0.0,4e-05,0.0,0.0,ham
4311,WELLDA,0.0,4e-05,0.0,0.0,ham
4313,billy,0.0,4e-05,0.0,0.0,ham
5839,babysit,0.0,8e-05,0.0,0.0,ham
5838,Full,0.0,4e-05,0.0,0.0,ham
5835,njan,0.0,4e-05,0.0,0.0,ham
5830,Velusamy,0.0,4e-05,0.0,0.0,ham
4309,point,0.0,0.000684,0.0,0.0,ham
5829,studying,0.0,0.00020099999999999998,0.0,0.0,ham
4316,behave,0.0,0.00020099999999999998,0.0,0.0,ham
4322,Doctor,0.0,4e-05,0.0,0.0,ham
5828,FRMCLOUD,0.0,4e-05,0.0,0.0,ham
5827,greet,0.0,0.00020099999999999998,0.0,0.0,ham
5826,guoyang,0.0,4e-05,0.0,0.0,ham
4310,newscaster,0.0,4e-05,0.0,0.0,ham
5842,practicing,0.0,8e-05,0.0,0.0,ham
4323,closeby,0.0,4e-05,0.0,0.0,ham
5851,Yaxx,0.0,8e-05,0.0,0.0,ham
5856,Sweet,0.0,0.00028199999999999997,0.0,0.0,ham
5855,getsleep,0.0,4e-05,0.0,0.0,ham
4302,trishul,0.0,4e-05,0.0,0.0,ham
5854,Wld,0.0,4e-05,0.0,0.0,ham
5853,Independence,0.0,4e-05,0.0,0.0,ham
5852,Solve,0.0,0.000121,0.0,0.0,ham
5849,Frnd,0.0,4e-05,0.0,0.0,ham
4308,onit,0.0,8e-05,0.0,0.0,ham
5846,praises,0.0,4e-05,0.0,0.0,ham
4304,FEEL,0.0,0.000161,0.0,0.0,ham
5844,lobby,0.0,4e-05,0.0,0.0,ham
5843,properly,0.0,4e-05,0.0,0.0,ham
4305,Others,0.0,4e-05,0.0,0.0,ham
4307,holy,0.0,4e-05,0.0,0.0,ham
5825,Dvd,0.0,4e-05,0.0,0.0,ham
4324,prabha,0.0,4e-05,0.0,0.0,ham
5783,technical,0.0,0.000121,0.0,0.0,ham
5793,meets,0.0,8e-05,0.0,0.0,ham
5801,worst,0.0,8e-05,0.0,0.0,ham
4333,Tension,0.0,8e-05,0.0,0.0,ham
4334,dhina,0.0,8e-05,0.0,0.0,ham
5799,claypot,0.0,4e-05,0.0,0.0,ham
5797,stamps,0.0,0.000121,0.0,0.0,ham
5796,Many,0.0,0.00020099999999999998,0.0,0.0,ham
5792,Nice,0.0,0.000161,0.0,0.0,ham
5803,MAHAL,0.0,4e-05,0.0,0.0,ham
5790,LONG,0.0,0.000121,0.0,0.0,ham
5789,bedreal,0.0,4e-05,0.0,0.0,ham
5788,Reading,0.0,0.000161,0.0,0.0,ham
5785,Apparently,0.0,4e-05,0.0,0.0,ham
5784,alter,0.0,4e-05,0.0,0.0,ham
4335,distance,0.0,0.000121,0.0,0.0,ham
5802,tron,0.0,0.00020099999999999998,0.0,0.0,ham
5804,blowing,0.0,4e-05,0.0,0.0,ham
4327,sorry,0.0,0.001127,0.0,0.0,ham
4328,coffee,0.0,0.000241,0.0,0.0,ham
5824,Whatsup,0.0,8e-05,0.0,0.0,ham
5822,PLEASSSSSSSEEEEEE,0.0,4e-05,0.0,0.0,ham
5821,happy,0.0,0.001449,0.0,0.0,ham
5819,atHome,0.0,4e-05,0.0,0.0,ham
5818,fletcher,0.0,4e-05,0.0,0.0,ham
5815,requires,0.0,4e-05,0.0,0.0,ham
4329,reserves,0.0,4e-05,0.0,0.0,ham
5805,Darren,0.0,0.000121,0.0,0.0,ham
5814,Cine,0.0,4e-05,0.0,0.0,ham
5811,Express,0.0,0.000121,0.0,0.0,ham
5810,yorge,0.0,4e-05,0.0,0.0,ham
5809,STaY,0.0,4e-05,0.0,0.0,ham
5807,american,0.0,4e-05,0.0,0.0,ham
4331,Perhaps,0.0,4e-05,0.0,0.0,ham
5723,withdraw,0.0,4e-05,0.0,0.0,ham
4531,entertain,0.0,8e-05,0.0,0.0,ham
5439,audiitions,0.0,4e-05,0.0,0.0,ham
5438,sweetie,0.0,8e-05,0.0,0.0,ham
4731,CHEER,0.0,0.000161,0.0,0.0,ham
5056,march,0.0,0.000322,0.0,0.0,ham
5055,prepare,0.0,4e-05,0.0,0.0,ham
4733,ful,0.0,0.003018,0.0,0.0,ham
4734,ccna,0.0,4e-05,0.0,0.0,ham
5053,afford,0.0,4e-05,0.0,0.0,ham
5051,eshxxxxxxxxxxx,0.0,4e-05,0.0,0.0,ham
4738,MUMS,0.0,4e-05,0.0,0.0,ham
5050,stage,0.0,4e-05,0.0,0.0,ham
4740,Bit,0.0,0.000161,0.0,0.0,ham
4741,teams,0.0,4e-05,0.0,0.0,ham
5049,Unni,0.0,4e-05,0.0,0.0,ham
5048,Velly,0.0,4e-05,0.0,0.0,ham
5045,evenings,0.0,4e-05,0.0,0.0,ham
5044,Cable,0.0,4e-05,0.0,0.0,ham
5057,monday,0.0,0.000161,0.0,0.0,ham
4730,celebrate,0.0,0.000121,0.0,0.0,ham
5059,Shhhhh,0.0,4e-05,0.0,0.0,ham
5067,misss,0.0,4e-05,0.0,0.0,ham
4724,Dino,0.0,4e-05,0.0,0.0,ham
4725,misbehaved,0.0,8e-05,0.0,0.0,ham
5073,business,0.0,0.000121,0.0,0.0,ham
5070,tyler,0.0,0.000161,0.0,0.0,ham
5069,Funny,0.0,4e-05,0.0,0.0,ham
5068,Egbon,0.0,4e-05,0.0,0.0,ham
4726,trauma,0.0,4e-05,0.0,0.0,ham
5061,somone,0.0,4e-05,0.0,0.0,ham
5066,stated,0.0,4e-05,0.0,0.0,ham
4727,frequently,0.0,4e-05,0.0,0.0,ham
5064,aka,0.0,0.000161,0.0,0.0,ham
4728,Loving,0.0,0.000121,0.0,0.0,ham
4729,shun,0.0,4e-05,0.0,0.0,ham
5062,STARS,0.0,4e-05,0.0,0.0,ham
4742,decision,0.0,0.000121,0.0,0.0,ham
5043,SELFINDEPENDENCE,0.0,4e-05,0.0,0.0,ham
5040,india,0.0,4e-05,0.0,0.0,ham
5020,Dude,0.0,0.00040199999999999996,0.0,0.0,ham
5023,Loved,0.0,4e-05,0.0,0.0,ham
4755,Welp,0.0,4e-05,0.0,0.0,ham
4756,Finally,0.0,0.000121,0.0,0.0,ham
5021,fondly,0.0,4e-05,0.0,0.0,ham
4757,unspoken,0.0,4e-05,0.0,0.0,ham
4759,attached,0.0,8e-05,0.0,0.0,ham
4760,Morning,0.0,0.00040199999999999996,0.0,0.0,ham
5026,Turns,0.0,4e-05,0.0,0.0,ham
4761,blankets,0.0,4e-05,0.0,0.0,ham
4762,dough,0.0,8e-05,0.0,0.0,ham
5016,kanji,0.0,4e-05,0.0,0.0,ham
5015,Whens,0.0,4e-05,0.0,0.0,ham
5014,hittng,0.0,4e-05,0.0,0.0,ham
5013,headin,0.0,0.000121,0.0,0.0,ham
4754,bsn,0.0,8e-05,0.0,0.0,ham
4753,irritating,0.0,4e-05,0.0,0.0,ham
5039,explain,0.0,8e-05,0.0,0.0,ham
5034,STU,0.0,0.00028199999999999997,0.0,0.0,ham
5038,limiting,0.0,8e-05,0.0,0.0,ham
5036,opposed,0.0,4e-05,0.0,0.0,ham
4743,destiny,0.0,4e-05,0.0,0.0,ham
4744,slip,0.0,0.000241,0.0,0.0,ham
5035,shoes,0.0,4e-05,0.0,0.0,ham
4745,TEL,0.0,0.00040199999999999996,0.0,0.0,ham
5033,pours,0.0,8e-05,0.0,0.0,ham
4750,Sarcasm,0.0,4e-05,0.0,0.0,ham
5032,SATTHEN,0.0,4e-05,0.0,0.0,ham
4749,rumour,0.0,8e-05,0.0,0.0,ham
5031,proof,0.0,0.000121,0.0,0.0,ham
5030,motive,0.0,4e-05,0.0,0.0,ham
5029,Bite,0.0,4e-05,0.0,0.0,ham
5027,outta,0.0,0.000161,0.0,0.0,ham
4723,plumbers,0.0,4e-05,0.0,0.0,ham
5074,repeating,0.0,4e-05,0.0,0.0,ham
5076,mcat,0.0,4e-05,0.0,0.0,ham
5125,isnt,0.0,0.00020099999999999998,0.0,0.0,ham
5131,lovely,0.0,0.000362,0.0,0.0,ham
5130,north,0.0,0.000121,0.0,0.0,ham
5129,Made,0.0,4e-05,0.0,0.0,ham
5128,PUB,0.0,8e-05,0.0,0.0,ham
4700,wkg,0.0,8e-05,0.0,0.0,ham
5127,SOMETHING,0.0,8e-05,0.0,0.0,ham
5124,VIOLENCE,0.0,4e-05,0.0,0.0,ham
5134,chastity,0.0,4e-05,0.0,0.0,ham
5123,NITW,0.0,4e-05,0.0,0.0,ham
5119,WALES,0.0,8e-05,0.0,0.0,ham
5117,moments,0.0,0.000121,0.0,0.0,ham
4702,gotta,0.0,0.00040199999999999996,0.0,0.0,ham
4703,Problms,0.0,4e-05,0.0,0.0,ham
4704,embarassed,0.0,8e-05,0.0,0.0,ham
5132,yun,0.0,8e-05,0.0,0.0,ham
4695,slowly,0.0,0.00020099999999999998,0.0,0.0,ham
4707,smile,0.0,0.0009660000000000001,0.0,0.0,ham
5142,milk,0.0,8e-05,0.0,0.0,ham
4688,MISSIN,0.0,4e-05,0.0,0.0,ham
4689,Din,0.0,0.000161,0.0,0.0,ham
5147,necklace,0.0,8e-05,0.0,0.0,ham
4690,mother,0.0,0.00020099999999999998,0.0,0.0,ham
5146,burnt,0.0,4e-05,0.0,0.0,ham
5145,Awww,0.0,4e-05,0.0,0.0,ham
5140,sweater,0.0,4e-05,0.0,0.0,ham
4694,wats,0.0,0.000161,0.0,0.0,ham
4693,cutest,0.0,4e-05,0.0,0.0,ham
5139,ACCEPT,0.0,0.000121,0.0,0.0,ham
5138,total,0.0,0.00020099999999999998,0.0,0.0,ham
5137,shortage,0.0,0.000121,0.0,0.0,ham
5136,midnight,0.0,8e-05,0.0,0.0,ham
5135,ennal,0.0,4e-05,0.0,0.0,ham
5114,Winning,0.0,8e-05,0.0,0.0,ham
5113,ortxt,0.0,4e-05,0.0,0.0,ham
5077,cramps,0.0,8e-05,0.0,0.0,ham
4719,whenever,0.0,0.00040199999999999996,0.0,0.0,ham
5089,Jada,0.0,0.000161,0.0,0.0,ham
4718,looked,0.0,0.00020099999999999998,0.0,0.0,ham
5088,fiting,0.0,4e-05,0.0,0.0,ham
5087,LOOKIN,0.0,4e-05,0.0,0.0,ham
5085,frndsship,0.0,4e-05,0.0,0.0,ham
5084,begins,0.0,4e-05,0.0,0.0,ham
5083,gooD,0.0,4e-05,0.0,0.0,ham
4717,Meet,0.0,0.00020099999999999998,0.0,0.0,ham
4720,job,0.0,0.001127,0.0,0.0,ham
5082,screaming,0.0,8e-05,0.0,0.0,ham
5081,jazz,0.0,0.00020099999999999998,0.0,0.0,ham
5080,kuch,0.0,4e-05,0.0,0.0,ham
4721,bang,0.0,4e-05,0.0,0.0,ham
4722,Qatar,0.0,4e-05,0.0,0.0,ham
5090,miiiiiiissssssssss,0.0,4e-05,0.0,0.0,ham
5092,normally,0.0,8e-05,0.0,0.0,ham
5998,fold,0.0,4e-05,0.0,0.0,ham
5103,sophas,0.0,4e-05,0.0,0.0,ham
5111,Indian,0.0,0.00020099999999999998,0.0,0.0,ham
5109,praying,0.0,8e-05,0.0,0.0,ham
4708,tour,0.0,0.000121,0.0,0.0,ham
4709,DARLIN,0.0,0.000241,0.0,0.0,ham
5106,vegas,0.0,4e-05,0.0,0.0,ham
5104,goodmate,0.0,4e-05,0.0,0.0,ham
4710,imposter,0.0,4e-05,0.0,0.0,ham
5093,belovd,0.0,4e-05,0.0,0.0,ham
5101,aids,0.0,4e-05,0.0,0.0,ham
4711,participate,0.0,4e-05,0.0,0.0,ham
4712,prince,0.0,0.000161,0.0,0.0,ham
5096,orchard,0.0,0.000362,0.0,0.0,ham
5094,Sux,0.0,4e-05,0.0,0.0,ham
4716,caroline,0.0,4e-05,0.0,0.0,ham
5012,frying,0.0,8e-05,0.0,0.0,ham
5011,Juz,0.0,0.000241,0.0,0.0,ham
5010,chain,0.0,8e-05,0.0,0.0,ham
4917,vital,0.0,4e-05,0.0,0.0,ham
4927,seconds,0.0,8e-05,0.0,0.0,ham
4926,lonely,0.0,0.000121,0.0,0.0,ham
4923,Hee,0.0,8e-05,0.0,0.0,ham
4922,ACTUALLY,0.0,4e-05,0.0,0.0,ham
4837,becz,0.0,4e-05,0.0,0.0,ham
4920,conference,0.0,4e-05,0.0,0.0,ham
4916,mental,0.0,0.000121,0.0,0.0,ham
4929,PSXTRA,0.0,4e-05,0.0,0.0,ham
4915,concentration,0.0,4e-05,0.0,0.0,ham
4914,firmware,0.0,4e-05,0.0,0.0,ham
4838,MOVIE,0.0,4e-05,0.0,0.0,ham
4908,splleing,0.0,8e-05,0.0,0.0,ham
4839,surf,0.0,0.00020099999999999998,0.0,0.0,ham
4840,alwys,0.0,4e-05,0.0,0.0,ham
4830,Dunno,0.0,0.000644,0.0,0.0,ham
4829,website,0.0,4e-05,0.0,0.0,ham
4843,somewhat,0.0,4e-05,0.0,0.0,ham
4823,dats,0.0,4e-05,0.0,0.0,ham
4948,Mite,0.0,4e-05,0.0,0.0,ham
4819,Staying,0.0,4e-05,0.0,0.0,ham
4947,railway,0.0,8e-05,0.0,0.0,ham
4942,south,0.0,0.000322,0.0,0.0,ham
