ham_word,hword_count,sword_count
FIELDOF,1,0
SOFA,1,0
prin,15,0
madoke,1,0
magazine,0,0
Looks,4,0
yahoo,6,0
stock,8,0
step,3,0
rang,12,24
note,4,0
transfered,3,0
hop,99,13
noncomittal,1,0
foreign,3,0
fucked,1,0
puttin,5,0
dedicate,2,0
teasing,3,0
drinks,3,0
sterm,1,0
tag,8,0
pushes,1,0
hidden,1,0
keluviri,0,0
Erm,1,0
Inever,1,0
AUGUST,0,0
tactless,1,0
senor,1,0
Kkthis,0,0
TALKED,1,0
IKEA,2,0
tarpon,1,0
Noooooooo,1,0
belligerent,1,0
smiling,7,0
freek,1,0
Pathaya,1,0
INR,2,0
inpersonation,1,0
justthought,1,0
nahi,1,0
MALL,1,0
bullshit,1,0
lotsly,0,0
amused,0,0
iphone,1,0
sariyag,1,0
program,1,0
THATMUM,1,0
itwhichturnedinto,2,0
Msgs,1,2
pants,0,0
calld,2,0
Habit,1,0
chikkusimple,0,0
Lindsay,1,0
Horrible,3,0
contact,13,61
owned,1,0
degree,0,0
surgical,1,0
Gettin,3,0
scratches,1,0
onwords,1,0
Okies,0,0
wihtuot,2,0
today,49,3
tortilla,2,0
strtd,1,0
maintaining,1,0
againloving,0,0
broad,2,1
increase,1,0
jacuzzi,1,0
eye,6,2
THO,1,0
Later,6,0
individualtime,0,0
Home,2,4
banter,1,0
stuff,33,0
strong,4,0
sis,32,0
Omg,8,0
Tear,4,0
grown,2,0
vague,1,0
hex,2,0
tomoCant,0,0
confirmed,1,0
grand,6,0
gari,1,0
meatballs,1,0
lautech,0,0
Peteis,0,0
May,28,2
LEKDOG,1,0
GONEU,0,0
ishtamayoohappy,0,0
satanic,1,0
FriendshipMotherFatherTeachersChildrens,0,0
joker,0,0
clocks,1,0
dat,45,34
Macha,2,0
safely,1,0
kano,1,0
apparently,3,0
tonght,1,0
CALM,1,0
forgot,25,0
Face,1,0
sunlight,0,0
browser,1,0
innings,1,0
sweatter,0,0
command,0,0
chatting,1,0
Ashley,1,0
MARCH,1,0
MAKE,1,0
WOTU,1,0
Staff,1,0
aquarius,1,0
Uncle,3,0
treacle,0,0
thanks,21,1
Mmmm,6,0
cThen,1,0
plum,2,0
uploads,0,0
sway,1,0
fone,3,12
praps,1,0
edukkukayee,1,0
Tessypls,0,0
rule,2,0
thandiyachu,1,0
tosend,1,0
checking,11,0
WatrDayNo,0,0
Time,6,0
shuhui,3,0
Bull,0,0
retired,1,0
wife,6,0
THEWEND,0,0
sorts,1,0
thru,7,0
nammanna,1,0
otside,2,0
MOON,1,0
Indeed,1,0
Atleast,1,0
absolutely,1,0
MANEESHA,3,0
rencontre,0,0
fightng,3,0
Tears,1,0
okvarunnathu,0,0
CHEERS,3,0
user,3,4
genes,1,0
amount,5,0
mistake,6,1
happily,2,0
cards,1,0
earthsofa,0,0
opps,0,0
lesser,1,0
chennaibecause,0,0
fox,1,0
play,31,20
actual,23,0
GOODFRIEND,2,0
sorting,3,0
thati,0,0
SOMETHIN,2,0
TimeGud,0,0
Give,5,2
track,6,1
jontin,1,0
Mmmmmmm,1,0
isLOVE,0,0
Sometimes,4,0
using,10,2
cares,3,0
success,6,0
blessget,0,0
PISS,1,0
stomps,0,0
bad,24,1
booked,9,0
homeleft,0,0
Sac,2,0
stressed,1,0
successful,5,0
Christians,1,0
remind,8,0
investigate,1,0
ISVIMPORTANT,0,0
batt,8,0
dignity,3,0
history,2,0
flatter,1,0
cant,55,0
sources,1,0
Damn,3,0
showed,1,0
impossible,2,0
Kdo,0,0
king,204,13
description,1,0
especially,5,0
SEEING,0,0
TROUBLE,0,0
roomate,1,0
SHESIL,2,0
ELLO,3,0
SMILEY,1,0
canada,1,0
possession,2,0
Whenre,0,0
darlinim,0,0
Jsut,2,0
Ahmad,6,0
Doesnt,0,0
TALKBUT,1,0
Arul,0,0
accumulation,0,0
holidayso,0,0
major,3,0
load,22,15
DEL,1,1
thatdont,0,0
crashing,1,0
PETROL,0,0
granted,1,0
except,5,0
Thout,1,0
everywhere,1,0
nuther,1,0
revision,1,0
prestige,1,0
remove,5,3
mus,26,4
sometime,5,0
boyfriend,1,0
potential,2,1
memory,1,0
code,1,16
steak,1,0
furniture,2,0
exe,4,0
politicians,0,0
GIVEN,1,0
broke,6,0
rest,24,0
speeding,2,0
promptly,1,0
temales,1,0
apt,13,0
relax,1,0
travelling,1,0
oredi,5,0
SirI,0,0
duffer,1,0
converter,1,0
Holby,0,0
leh,5,0
remembered,2,0
prepared,1,0
losers,1,0
lag,5,6
Whos,1,0
prob,57,0
POKKIRI,1,0
rent,36,22
tmrw,1,0
notes,1,0
xins,0,0
youuuuu,1,0
catch,11,0
republic,1,0
shu,10,0
hurricanes,1,0
little,24,3
edward,2,0
evening,17,0
crab,1,0
bank,11,0
unsoldmike,0,0
guitar,1,0
profit,0,3
definitly,1,0
words,15,0
eveB,0,0
WISH,2,0
Response,1,0
secret,5,10
dysentry,1,0
willpower,1,0
Surely,1,0
landline,2,7
flip,3,0
luks,1,0
enough,21,1
Spoke,2,0
tuesday,1,0
Voila,0,0
convincingjust,0,0
Maintain,3,0
motorola,2,0
ALEX,2,0
bcoz,4,0
CRISISSPK,0,0
christmassy,1,0
hundred,2,0
Bugis,1,0
oclock,1,0
anybodys,0,0
consensus,1,0
vic,14,60
might,31,0
gave,10,0
Fails,2,0
ors,18,1
adult,2,3
treadmill,1,0
loves,3,0
credited,3,1
eightish,1,0
golden,1,0
stay,30,3
Rum,2,0
charming,1,0
virgils,0,0
Melle,3,0
barred,1,0
frankgood,0,0
cbe,3,0
pesky,1,0
Stupid,2,0
BACK,6,0
waheeda,1,0
beverage,1,0
THANX,2,0
timing,3,0
approved,0,0
FIFTEEN,1,0
reunion,0,0
NEVA,2,0
couldnt,0,0
priority,1,0
dessert,0,0
huai,1,0
gud,14,0
FUCKING,2,0
dismissial,1,0
wow,1,1
Simple,4,0
dabbles,1,0
lanka,0,0
Ull,0,0
Squeeeeeze,0,0
swiss,1,0
clear,7,0
oil,3,1
Evening,2,0
trouser,1,0
hows,9,31
cancel,3,4
Wheres,0,0
tell,106,15
gal,12,0
hook,5,0
torrents,1,0
INTERVIW,1,0
Change,5,0
tells,3,2
dollars,3,0
sane,0,0
comingtmorow,0,0
Grahmbell,3,0
dayexcept,0,0
earlier,8,0
Neva,4,0
stillmaybe,0,0
ALWAYS,2,0
Yavnt,1,0
mys,1,0
giv,97,7
EAT,2,1
ignoring,1,0
BEST,1,0
Starts,1,2
HUNNYWOT,0,0
yettys,0,0
din,125,15
drove,1,0
failed,1,1
instructions,1,1
worried,6,0
Yeah,42,1
TEXT,2,10
DAS,1,0
soso,0,0
suffers,1,0
Shall,10,0
Anything,11,0
least,13,0
enemy,3,0
Audrie,1,0
ringing,4,1
gray,0,0
model,4,0
senrddnot,0,0
letters,4,0
mon,77,11
ASKED,0,1
SARY,0,0
morningtake,0,0
Cbe,1,0
shldxxxx,1,0
Holy,1,0
Kay,0,0
leastWhich,0,0
antibiotic,1,0
messageno,0,0
october,0,0
matter,3,0
uses,7,0
lead,4,2
ayn,3,0
alritehave,0,0
delayed,1,0
MUCH,8,0
armand,4,0
walks,1,0
ese,24,12
meneed,0,0
pride,0,0
bthmm,0,0
attributed,1,0
hanks,48,14
Save,1,2
wish,44,0
Lancaster,0,0
sickness,1,0
project,10,0
recovery,1,0
CHAT,1,17
wouldnt,0,0
Air,2,0
ave,136,10
harder,1,0
uwant,1,0
ILLSPEAK,1,0
SEENO,0,0
specific,2,0
Deeraj,2,0
doinnearly,0,0
allow,4,4
shrub,1,0
garage,2,0
certainly,3,0
laurie,1,0
facebook,3,0
lines,3,2
pounds,2,17
solved,1,0
support,9,2
slippers,3,0
heartheart,0,0
LUSH,0,0
Coz,9,0
whatever,11,0
underdtand,1,0
west,4,3
prey,2,0
rightly,2,0
cheque,0,0
mah,5,0
willing,5,1
laugh,7,0
mofo,0,0
countin,3,0
Quote,0,0
freak,5,0
Easy,4,0
hesitate,0,0
itc,5,2
trips,1,0
Ola,1,0
thesedays,1,0
Anyway,10,0
Shoul,1,0
beside,1,0
unable,3,2
Ambrithmaduraimet,0,0
Tonight,0,0
alle,43,14
Zindgi,1,0
watever,2,0
oblivious,1,0
tiempo,1,0
BROKE,1,0
hate,15,0
costs,1,1
sent,66,20
agents,1,0
pretend,1,0
babysitting,1,0
Kkgoodstudy,0,0
beauties,1,0
lol,9,0
aunties,1,0
reach,40,5
Lets,8,0
LAPTOP,1,0
arent,16,0
PAY,1,0
TRUBLE,1,0
meaningless,1,0
Waaaat,0,0
Tunde,0,0
HOWDY,1,0
fat,15,0
selected,2,25
sometimeRakheshvisitor,0,0
Studying,0,0
Hai,3,0
monkey,3,0
know,205,18
wise,12,0
Everything,2,0
fring,3,0
Plus,9,1
Brb,1,0
many,49,6
greece,0,0
swollen,1,0
pass,18,9
northampton,2,0
dem,3,0
Brandy,2,0
intrude,1,0
Xuhui,2,0
affectionate,1,0
ended,6,0
butt,3,0
BOATIN,1,0
taxi,0,0
Browni,0,0
whos,3,1
arm,19,2
different,6,0
gals,3,0
walls,2,0
rply,5,5
Prem,0,0
thinked,1,0
timeslil,0,0
tuition,2,0
Die,0,0
pressies,1,0
fit,4,4
fuck,32,0
needed,2,0
Sfrom,0,0
Unfortunately,1,0
avoid,5,0
ireneere,0,0
passable,0,0
wetherspoons,0,0
HMM,1,0
WENT,3,0
BIT,3,0
fallen,1,0
closed,1,0
HAV,5,0
fyi,5,0
lor,31,1
yesterday,8,0
Emily,1,0
Hurts,2,0
INDYAROCKSCOM,0,0
ENC,4,0
RING,2,4
STUPID,3,0
Waves,1,0
inch,6,0
juicy,3,0
Please,30,34
ticket,9,1
NAKED,0,0
nusstu,0,0
miss,89,9
garments,1,0
Gee,7,0
Murdered,3,0
READ,1,0
memories,0,0
ger,28,6
congrats,1,0
marandratha,0,0
answr,0,0
SaLL,1,0
thrown,1,0
Mobile,2,34
bites,1,0
poem,0,0
Hospitals,1,0
closedincluding,0,0
Yetunde,1,0
darlings,1,0
brighten,1,0
SHEFFIELD,0,0
carso,0,0
bloody,3,0
Putting,2,0
GOODTIMEOLI,0,0
OnionRs,0,0
fucks,1,0
Infact,1,0
TXT,2,6
Ryder,1,0
nice,27,0
would,60,1
Correct,0,1
dealing,1,0
Weve,0,0
foward,1,0
bitching,1,0
apply,3,14
dentist,1,0
men,62,35
gre,81,5
accidant,1,0
COMIN,2,0
STILL,1,0
heartgn,0,0
contented,1,0
finance,1,0
computerless,0,0
Shijutta,0,0
FUNNY,0,0
subtoitles,1,0
sensesrespect,0,0
Slept,0,0
srt,1,0
firsg,1,0
mom,19,0
WOULDNT,0,0
ANTELOPE,1,0
rearrange,1,0
qbank,1,0
humans,1,0
offc,2,0
frndshp,1,0
massagetiepos,0,0
tongued,1,0
Athletic,1,0
abi,12,0
relaxing,1,0
welcomes,0,0
cup,8,0
isare,0,0
sunoco,1,0
Probably,7,0
Oooooh,1,0
browsin,1,0
gain,2,0
algebra,1,0
gotany,1,0
Fredericksburg,1,0
basically,5,0
miles,1,0
noun,3,2
argue,4,0
yday,2,0
therere,0,0
nudist,1,0
caller,6,2
namemy,0,0
singapore,1,0
power,7,0
mind,35,1
cheyyamoand,0,0
Raviyog,1,0
question,18,5
Aaooooright,1,0
OceanD,0,0
mate,16,6
Dom,1,0
John,4,0
alivebetter,0,0
kallis,4,0
never,43,1
rhode,1,0
backa,0,0
jet,2,0
GREAT,1,1
London,1,4
Hear,7,0
logged,1,0
vaazhthukkal,0,0
Raining,0,0
Could,4,0
forms,1,0
tactful,1,0
combination,0,0
Think,12,2
COME,4,0
MITE,1,6
sundayish,0,0
Shahjahans,0,0
sensitive,2,0
role,7,0
waythis,0,0
contacts,2,0
jules,1,0
Twiggs,1,0
lady,4,0
wasted,1,0
Brief,1,0
helens,1,0
high,3,1
bawling,1,0
turned,6,0
Cold,0,0
daalways,0,0
pouch,1,0
buff,4,0
bluray,1,0
Parents,5,0
smsd,0,0
Wat,47,0
mist,7,1
desparately,1,0
lar,30,5
sending,8,2
thoso,0,0
TEXD,1,0
ritten,1,0
wet,1,1
response,2,1
theory,1,0
housing,1,0
outage,1,0
serious,6,0
espell,0,0
banks,3,0
TaDaaaaa,0,0
pure,1,0
ovulation,2,0
attention,1,0
card,13,1
callcoz,0,0
prsn,1,0
FUCK,5,0
tendencies,0,0
telphone,0,0
disturbing,2,0
Sonetimes,1,0
chennaii,0,0
lying,2,6
informedRgdsRakheshKerala,0,0
Chikku,0,0
thatnow,0,0
used,12,2
AVE,7,1
guilty,2,0
ruining,2,0
blood,5,0
asshole,0,0
still,127,6
wrecked,0,0
china,2,0
seem,13,1
DATE,1,3
everyso,1,0
fated,1,0
fish,6,0
Persian,1,0
drmstake,0,0
Hitler,1,0
belong,2,0
lap,10,0
content,3,5
DEF,2,0
Found,4,0
popped,3,0
itlet,0,0
alrightOkay,0,0
BYATCH,1,0
mode,11,0
uncut,1,0
Might,3,0
studdying,1,0
rays,4,0
arises,1,0
placed,2,0
THEACUSATIONS,0,0
Pilates,1,0
undrstndng,1,0
FUCKED,1,0
alot,1,0
butting,1,0
txting,1,9
soonxxx,0,0
lodging,1,0
grr,1,0
XXXXX,0,2
hereremember,0,0
ADRINK,1,0
tree,11,2
spice,1,0
WEN,7,0
roast,2,0
thinking,17,0
Beth,1,0
spiffing,1,0
natural,1,0
buzz,4,0
looking,19,9
rupaul,1,0
later,88,0
opening,3,0
Pass,1,0
weigh,4,0
toleratbcs,0,0
share,7,0
cruise,1,2
swimming,1,0
SOONC,0,0
wen,58,0
Sure,3,0
managed,1,0
ull,35,1
deal,11,1
impression,1,0
science,0,0
Joanna,2,0
radiator,0,0
pussy,3,0
Done,2,0
prevent,1,0
Rajnikant,1,0
Comfort,0,0
tot,27,0
Lover,5,0
Part,2,0
syrup,0,0
quiet,1,0
Auntie,1,0
western,1,0
manageable,1,0
dinner,24,0
DEFO,1,0
URN,2,0
WANT,5,1
GROWRANDOM,0,0
iff,26,2
dressed,2,0
jurong,1,0
indian,0,0
pookie,1,0
vai,12,4
cause,17,1
hill,10,0
posterode,0,0
thin,368,23
honesty,1,0
Crazy,1,1
systems,0,0
planet,1,0
quizzes,1,0
hes,34,9
miserable,1,0
timi,6,0
wikipediacom,0,0
Poop,0,0
stuffed,1,0
jan,6,0
curtsey,0,0
essential,4,0
WRK,1,0
tap,5,0
sentence,3,0
wasting,0,0
sux,1,0
Wright,1,0
imposed,1,0
points,4,0
ALRITE,4,0
field,2,0
safety,1,0
doctors,0,0
lov,145,8
owns,4,0
submitted,1,0
ardÉ,0,0
fond,2,0
netflix,1,0
TERMINATEDWE,0,0
TOWNCUD,0,0
suitemates,1,0
liaoToo,0,0
Future,1,1
roads,1,0
edition,0,0
great,68,5
dubsack,3,0
Yesmum,0,0
luck,10,6
alwa,46,0
lacking,1,0
kodstini,1,0
pick,82,4
deserve,0,0
interfued,1,0
vijay,3,0
resort,1,0
nuerologist,0,0
Okok,0,0
Petey,1,0
whr,3,0
Nobut,0,0
sick,8,0
texting,4,1
Pls,58,3
perform,1,0
songs,4,0
images,1,0
settings,1,0
like,209,13
Appt,1,0
breadstick,0,0
Hallaq,2,0
elaine,0,0
sms,12,3
rite,17,0
Plsi,0,0
unusual,1,0
eggpotato,0,0
took,18,0
Means,2,0
MILLIONS,1,0
neekunna,1,0
genius,1,0
vikkyim,0,0
may,46,7
melt,2,0
diesel,1,0
Actually,9,0
VIA,1,0
sort,17,1
notixiquating,1,0
papa,1,0
itLEAVE,0,0
reppurcussions,0,0
dreamlove,0,0
cochin,2,0
undrstnd,2,0
konw,2,0
usno,0,0
inches,3,0
hear,56,6
Real,9,0
Prakesh,1,0
waheed,3,0
nigro,1,0
resubbing,1,0
Patrick,1,0
printing,1,0
anywhere,2,0
exhaust,4,0
blessed,2,0
kafter,0,0
cloud,1,0
Since,4,0
expect,9,0
crossing,1,0
sticky,1,1
hmm,2,0
everything,22,0
Woodland,1,0
died,2,1
Kinda,0,0
cheery,1,0
pimples,1,0
tomorrowcall,0,0
panicks,1,0
YEAR,3,0
miracle,8,0
signing,1,0
sem,9,0
okday,0,0
grumble,1,0
Hmm,8,0
objection,0,0
pudunga,1,0
wenever,1,0
mountain,1,0
tigress,0,0
water,5,0
Oru,0,0
issue,4,2
legal,2,0
caring,2,0
seeking,1,0
Tis,2,0
downs,2,0
Wherevr,0,0
risks,0,0
cage,1,0
main,11,0
BOUT,2,0
seat,2,0
QUITEAMUZING,1,0
invited,6,5
hearing,1,0
fro,6,5
Orh,1,0
strict,2,0
vibrant,1,0
Tmorrowpls,0,0
attach,3,0
parade,1,0
der,89,25
Nowadays,1,0
stick,2,1
kittum,1,0
meive,1,0
acting,3,0
breathe,2,0
SEE,5,0
await,1,24
tihs,2,0
regret,2,0
subletting,1,0
kappa,2,0
grandmas,0,0
FINE,1,0
batch,2,0
beneficiary,2,0
cough,2,0
phne,0,0
treats,1,0
walkin,6,0
Update,1,10
belt,0,0
appeal,1,0
shoulders,1,0
teaching,1,0
kwish,0,0
Disconnect,2,0
cherish,2,0
maturity,2,0
olowoyey,0,0
hdd,1,0
registration,1,0
pai,34,1
favorite,1,0
toa,3,0
dictionary,0,0
happening,5,0
kfc,1,0
Nvm,2,0
vomit,4,0
Better,4,0
borderline,1,0
coherently,0,0
predicting,1,0
loxahatchee,2,0
warning,1,0
theregoodnight,0,0
recognises,1,0
enter,14,15
derek,4,0
wake,24,0
worth,5,12
SIB,2,0
stone,3,0
college,9,0
payasam,1,0
meaningful,1,0
piss,4,0
barcelona,0,0
Bam,1,0
ViVa,0,0
Transaction,4,0
realize,6,1
cardiff,1,0
info,9,12
anything,49,0
SAUSAGELOVE,0,0
fridayhope,0,0
Okay,7,0
peace,1,0
emergency,1,0
father,7,0
somerset,0,0
senthil,1,0
flat,4,0
Leave,3,0
adventure,1,0
fetch,6,0
bunkers,1,0
sore,1,0
DAY,15,4
pattern,2,0
caught,2,0
stuffs,0,0
talent,0,0
DRINK,2,0
opted,1,0
lazy,7,0
aspects,1,0
Buy,2,3
sayhey,0,0
red,87,35
calculated,1,0
guessing,2,0
wud,2,0
watll,0,0
Lessons,0,0
irritation,0,0
Garbage,1,0
nurses,1,0
inmind,1,0
ones,10,38
belive,2,0
brum,0,0
blanket,2,0
ISNT,1,0
upseti,0,0
gdnow,0,0
couch,0,0
punto,0,0
LUV,6,0
kilos,1,0
scratching,1,0
percentages,0,0
Poor,1,0
woul,61,1
studentsthis,0,0
aburo,0,0
meowD,0,0
Harishs,0,0
sleep,49,0
aathilove,0,0
Wasted,0,0
donyt,1,0
langport,0,0
breaking,1,0
roller,1,0
availablethey,0,0
Tho,7,0
minor,2,0
ettans,1,0
Alrite,1,0
invite,9,5
sculpture,1,0
TAMPA,1,0
smart,3,1
test,23,39
usually,4,0
Beauty,1,0
Prabu,1,0
lage,4,1
tablet,3,0
pretsovru,1,0
Near,4,0
cried,1,0
insects,1,0
DAYS,1,0
sar,15,0
slap,1,0
pros,3,0
envy,1,0
CAREFUL,1,0
relation,1,0
exam,11,0
Nigh,9,0
address,9,4
village,2,0
dice,0,0
trends,1,0
tsunamis,1,0
hesitation,1,0
lined,1,0
murderer,3,0
bold,5,0
telly,1,0
read,92,7
forgt,1,0
ANYTHING,1,0
bloke,1,0
Tyler,1,0
lost,8,0
SEX,1,3
sayin,20,0
dare,4,0
looovvve,1,0
quite,29,0
bud,9,0
sth,4,0
officewhats,0,0
mine,13,0
Missing,4,0
due,4,1
Healer,1,0
Address,1,0
kadeem,2,0
possibility,1,0
AllahRakhesh,0,0
tech,6,0
rights,2,0
theKingshead,1,0
anythiing,1,0
sound,11,3
try,63,43
worryuse,0,0
stomach,3,0
Exorcism,1,0
Arms,1,0
ONE,12,31
ring,91,25
borin,2,1
alian,6,0
Ssindia,0,0
applyed,1,0
soo,35,0
KeralaCircle,2,0
TISSCOTayseer,0,0
UIN,1,0
coming,44,2
sory,4,0
size,3,0
payments,1,0
neededSalary,0,0
cya,0,0
ifwhenhow,0,0
argh,1,0
Purity,4,0
Shakespeare,0,0
gowait,0,0
xxxxxxx,4,0
turkeys,0,0
UNDERSTaND,1,0
forwarded,5,0
TOWNDONTMATTER,0,0
ChristmasMerry,0,0
wind,4,0
describe,1,0
Excellent,1,0
Lvblefrnd,3,0
icon,1,0
pictures,4,0
cal,272,185
horrible,2,0
terms,2,3
forgiven,1,0
toDo,1,0
wtc,1,0
buyer,1,0
sure,66,0
bread,1,0
park,14,1
hunny,0,0
Convey,3,0
Nooooooo,2,0
mums,0,0
crushes,0,0
RISE,5,3
websitenow,0,0
UAWAKEFEELLIKW,0,0
performed,0,0
Lololo,1,0
EVENING,1,0
dificult,3,0
Jon,0,0
entropication,0,0
prayingwill,0,0
lunchyou,0,0
dungerees,1,0
opposite,1,0
ideal,2,0
witin,1,0
pears,1,0
anyplaces,1,0
Acnt,0,0
HIYA,2,0
Driver,1,0
timedhoni,0,0
ibm,0,0
weddin,3,1
daplease,0,0
potato,1,0
flew,1,0
dirt,1,1
LETS,1,0
added,4,2
kochi,0,0
Idea,1,0
walking,5,0
Geelater,0,0
crash,4,0
shoot,4,0
BORNPLEASE,0,0
HOPE,6,0
typelyk,0,0
skyving,1,0
english,4,0
pile,3,0
Sorryin,0,0
infra,1,0
Moon,1,0
beforehand,0,0
carpark,0,0
eta,22,7
lot,49,1
case,9,0
gentle,5,0
loverboy,3,0
Roger,2,0
speling,1,0
shanghai,1,0
theyll,0,0
involve,2,0
nora,1,0
Nah,7,0
month,22,3
pull,4,0
Shola,1,0
returned,3,0
corect,1,0
Becaus,1,0
sooo,4,0
accounts,0,0
closer,3,0
Love,39,0
believe,14,2
laden,0,0
knocking,1,0
agalla,1,0
punishment,1,0
mnth,1,0
rip,18,12
todaybut,0,0
Men,2,0
delete,6,0
varaya,1,0
dahow,0,0
dose,1,0
filled,4,0
tshirt,0,0
soft,6,0
heron,1,0
combine,2,0
mesages,2,0
Loosu,1,0
AXIS,1,0
jog,0,0
worries,6,0
frens,6,0
waking,5,0
discussed,1,0
yor,2,0
Usf,1,0
SAM,1,2
joinedso,0,0
AfterNoon,0,0
often,2,0
yoga,7,0
ondu,2,0
oga,8,0
favour,3,0
Erutupalam,1,0
chuck,1,0
begging,2,0
haunt,1,0
posting,1,0
categories,1,0
oscar,0,0
seen,11,0
venaam,0,0
Youd,0,0
sun,25,1
function,1,0
ASLEEP,0,0
IKNOW,1,0
register,4,5
heads,3,0
THASA,1,0
valuable,3,0
Cttergg,0,0
skint,1,0
SYMPTOMS,1,0
moving,2,0
french,1,0
analysis,1,0
hardcore,1,0
coupla,1,0
difficulties,1,0
convincing,0,0
hire,1,0
beendropping,1,0
Sending,1,0
whn,2,0
Christmas,4,0
million,1,0
poo,15,5
uncomfortable,0,0
msgs,4,2
pimpleseven,0,0
arab,1,0
Book,3,2
happened,10,0
GOING,1,3
Somebody,2,2
places,5,0
short,11,2
sOOn,1,0
Thanku,1,0
herethanksi,0,0
wrking,1,0
algorithms,1,0
Wating,2,0
realised,1,0
always,46,0
along,1,1
perspective,1,0
themes,0,0
NHS,1,0
lasting,1,0
spaces,0,0
princes,3,0
FIZZ,0,0
chick,5,0
blanked,1,0
applespairsall,0,0
SHOWR,1,0
GOD,5,0
nearly,2,1
workage,0,0
Foned,1,0
yeah,18,0
whether,5,0
resume,1,0
booking,2,1
Ugh,10,0
raiden,1,0
sleepy,1,0
ntswt,0,0
simpler,0,0
Orchard,1,0
sayask,0,0
promise,10,1
multimedia,1,0
desk,1,0
afternoon,11,0
fret,0,0
neighbors,1,0
attracts,1,0
enjoyed,2,2
camp,5,0
disclose,2,0
effect,2,0
came,27,19
avenue,1,0
hum,3,0
forward,12,0
overheating,1,0
malarky,1,0
allah,3,0
Remembered,1,0
relieved,1,0
permanent,1,0
Usually,2,0
fathima,2,0
Start,5,3
property,2,0
REMEMBER,2,0
nino,1,0
thatll,0,0
nowcan,0,0
officer,1,0
callsmessagesmissed,0,0
life,36,4
details,13,7
tahan,2,0
clearing,2,0
Bless,1,0
changes,2,0
SORTEDBUT,0,0
pattys,0,0
Helloooo,0,0
well,38,1
non,4,2
daywith,1,0
INDIANS,1,0
dis,68,12
prayers,1,0
nosy,1,0
Aiyo,4,0
awkward,0,0
marking,1,0
stash,1,0
prefer,4,0
CHEERED,1,0
dramatic,0,0
LOVE,22,2
view,5,4
LIKEYOUR,1,0
finding,1,0
noisy,0,0
Plz,6,0
goggles,1,0
gained,1,0
ipad,1,0
built,1,0
missing,13,1
intrepid,1,0
church,1,0
durham,1,0
GET,3,5
teluguthts,0,0
eight,8,0
ducking,1,0
MEREMEMBERIN,1,0
NICE,11,0
Unlike,1,0
Motivate,1,0
super,5,2
interesting,1,0
england,0,0
lotwill,0,0
previews,0,0
percent,1,0
Yalru,1,0
chicken,4,0
carryin,1,0
makes,19,0
Yes,38,0
connect,10,4
dudette,0,0
aid,76,5
Lacsthere,0,0
MySpace,1,0
chikkugoing,0,0
vewy,1,0
THESEyours,0,0
greeting,2,0
seems,9,0
wanting,3,0
hockey,1,0
cooped,1,0
juan,1,0
starting,4,3
Hint,1,0
Map,1,0
thinkThis,1,0
AGESRING,0,0
chuckin,1,0
arrival,1,0
winning,0,0
Nimyapls,0,0
days,27,23
YEH,1,0
glass,1,0
gold,2,2
streetshall,0,0
done,22,2
obey,1,0
macleran,1,0
evey,1,0
groovy,1,0
qatar,3,0
joy,30,9
addicted,2,0
calldrove,0,0
prolly,3,0
PARENTS,1,0
Hugs,2,0
Yupz,0,0
Miserable,0,0
WENWECAN,1,0
FIGHTS,0,0
Best,3,0
SirSalam,0,0
hoped,2,0
matters,1,0
balance,4,2
dahe,0,0
parentnot,0,0
green,3,0
easily,2,0
purchases,1,0
proove,1,0
intend,1,0
embarassing,0,0
outfit,0,0
seeing,13,0
frnt,1,0
DETAILS,1,0
nothis,0,0
chikku,4,0
applebees,2,0
released,3,1
way,166,1
Twelve,0,0
semiobscure,1,0
rate,21,20
def,14,1
priscillas,0,0
adds,1,0
grownup,1,0
happier,1,0
pizza,5,0
ned,43,4
theater,1,0
canteen,1,0
mapquest,1,0
crickiting,1,0
PARTNERS,0,0
oxygen,0,0
rich,3,0
Girls,1,0
fuelled,1,0
mel,6,0
adore,3,0
puppy,1,0
ANAL,1,0
game,7,6
Gosh,1,0
debating,1,0
JULY,1,0
Loveable,0,0
epi,17,0
vikky,3,0
Babe,7,2
forget,15,2
leave,53,2
worldmay,0,0
uncountable,1,0
statement,1,0
sitll,2,0
Musta,1,0
onlydon,0,0
accordingly,0,0
particularly,1,0
ordered,1,3
Cps,1,0
rcbbattle,0,0
stars,1,1
GIRLS,1,1
Prasanth,1,0
Park,0,0
Jerry,2,0
alcohol,0,0
overa,2,0
WOULD,1,0
weak,6,0
liked,7,0
HOME,3,0
preferably,2,0
WORK,7,0
Dearshall,0,0
jack,4,0
vomiting,1,0
korche,1,0
desert,1,0
straight,3,2
Someone,3,7
silent,5,0
Hows,9,0
infections,1,0
tuth,1,0
NIC,13,4
Friendship,4,0
wkend,1,1
princeGN,0,0
flea,1,0
Wishing,5,0
thought,38,1
finishes,3,0
Baaaaaaaabe,0,0
firefox,0,0
Understand,0,0
strange,2,0
moviewat,0,0
following,2,5
announced,1,0
random,5,2
norm,10,2
Deal,0,0
samachara,1,0
suply,1,0
inner,26,12
Either,1,0
kalstiyathen,0,0
stress,2,0
fal,10,1
pen,98,5
cstore,1,0
traveling,0,0
lovly,0,0
COMPETITION,0,0
opponenter,1,0
Get,12,32
station,3,1
tank,1,0
STORES,1,0
wad,1,0
woot,1,0
Midnight,1,1
Arngd,1,0
fri,86,6
holiday,8,10
fourth,1,0
habbahw,0,0
